Sale Date,Sale Price,sale_reason,sale_instrument,sale_warning,sitetype,addr_full,zip5,ctyname,postalctyn,lon,lat,building_grade,square_feet_total_living,bedrooms,bath_full_count,bath_half_count,bath_3qtr_count,year_built,year_renovated,current_zoning,sq_ft_lot,prop_type,present_use
11/19/13,718958,1,3,,R1,17076 NE 117TH ST,98052,REDMOND,REDMOND,-122.1127777,47.70514989,8,2440,4,2,1,0,2013,0,R4,4159,R,2
11/19/13,684549,1,3,,R1,10245 238TH PL NE,98053,,REDMOND,-122.0214169,47.68929585,8,2520,4,2,1,0,2013,0,URPSO,7687,R,2
11/19/13,575000,4,18,31,R1,4902 162ND CT NE,98052,REDMOND,REDMOND,-122.1243543,47.65343277,10,2800,3,2,1,0,1990,0,R4,12130,R,2
11/19/13,500000,1,3,,R1,2818 177TH AVE NE,98052,REDMOND,REDMOND,-122.1034399,47.63538398,8,3180,5,3,0,0,1968,0,R4,10800,R,2
11/19/13,495000,1,3,40,R1,5306 156TH AVE NE,98052,REDMOND,REDMOND,-122.1321353,47.65567767,7,1990,5,2,0,1,1967,0,R5,8892,R,2
11/19/13,365000,1,3,,R1,4061 W AMES LAKE DR NE,98053,,REDMOND,-121.9588479,47.64485966,7,1580,2,1,1,1,2008,0,RA5,19200,R,2
11/20/13,869990,1,3,,R1,9799 241ST TER NE,98053,,REDMOND,-122.0177892,47.6852092,9,4130,4,2,1,1,2013,0,URPSO,7716,R,2
11/20/13,774636,1,3,,R1,17180 NE 123RD ST,98052,REDMOND,REDMOND,-122.1112005,47.71041082,8,3200,4,2,0,2,2014,0,R4,5500,R,2
11/20/13,699950,1,3,,R1,10951 240TH AVE NE,98053,,REDMOND,-122.0191906,47.69517978,9,2840,4,2,0,2,2013,0,URPSO,5181,R,2
11/20/13,630000,1,3,,R1,16416 NE 98TH CT,98052,REDMOND,REDMOND,-122.1198107,47.6882986,8,2390,4,1,1,1,1977,0,R5,10200,R,2
11/20/13,520000,1,3,,R1,10808 165TH PL NE,98052,REDMOND,REDMOND,-122.1193563,47.69682436,7,2410,4,1,0,2,1978,0,R4,11000,R,2
11/20/13,475000,1,3,,R1,9831 223RD PL NE,98053,,REDMOND,-122.0421218,47.6871512,7,2120,3,2,1,0,2001,0,URPSO,3709,R,2
11/20/13,397600,1,3,,R1,23867 NE 124TH TER,98053,,REDMOND,-122.0199257,47.70911807,8,1350,2,1,0,1,2010,0,URPSO,4097,R,29
11/20/13,239000,1,3,15,R1,502 REDMOND FALL CITY RD SE,98053,,REDMOND,-121.9607416,47.60360691,6,1190,2,1,0,0,1954,0,RA5,130680,R,2
11/21/13,1026000,4,18,13 31,R1,5838 246TH PL NE,98053,,REDMOND,-122.0096778,47.65937845,11,5020,4,3,1,1,2004,0,RA5,59677,R,2
11/21/13,830000,1,3,,R1,12334 232ND TER NE,98053,,REDMOND,-122.0286963,47.70931216,8,2300,2,2,1,0,2003,0,URPSO,6750,R,2
11/21/13,730000,1,3,,R1,17044 NE 118TH WAY,98052,REDMOND,REDMOND,-122.1124583,47.70617277,8,3230,5,3,1,0,2009,0,R4,5419,R,2
11/21/13,718000,1,3,,R1,10021 208TH CT NE,98053,,REDMOND,-122.0622951,47.68945129,9,3750,4,2,1,0,1979,0,RA5P,41048,R,2
11/21/13,609990,1,3,,R1,12268 168TH CT NE,98052,REDMOND,REDMOND,-122.1155643,47.71030144,8,2160,4,2,0,1,2013,0,R4,3156,R,2
11/21/13,419000,1,3,,R1,2602 175TH AVE NE,98052,REDMOND,REDMOND,-122.1059474,47.63381573,8,1800,3,1,1,1,1968,0,R5,2240,R,29
11/22/13,1057500,1,4,40,R1,5707 238TH PL NE,98053,,REDMOND,-122.0231711,47.65925552,10,4160,4,3,1,0,1998,0,RA2.5,67640,R,2
11/22/13,760000,1,3,,R1,12006 173RD PL NE,98052,REDMOND,REDMOND,-122.1086538,47.70833157,9,3400,4,2,1,0,2007,0,R4,7375,R,2
11/22/13,749000,1,3,,R1,17010 NE 133RD ST,98052,,REDMOND,-122.1151457,47.71884714,10,2830,4,2,1,0,1984,0,RA2.5,30779,R,2
11/22/13,708000,1,3,,R1,11819 179TH PL NE,98052,REDMOND,REDMOND,-122.1010338,47.70630151,9,3100,4,2,1,0,2006,0,R4,6684,R,2
11/22/13,705000,1,3,,R1,10332 208TH CT NE,98053,,REDMOND,-122.0614622,47.68959118,9,4280,4,2,2,0,1978,0,RA5P,116340,R,2
11/22/13,673000,1,3,,R1,7225 245TH WAY NE,98053,,REDMOND,-122.0126564,47.66959456,9,3630,4,2,1,0,1996,0,RA5,48576,R,2
11/23/13,1057500,1,4,41,R1,5707 238TH PL NE,98053,,REDMOND,-122.0231711,47.65925552,10,4160,4,3,1,0,1998,0,RA2.5,67640,R,2
11/23/13,799500,1,3,,R1,11316 224TH AVE NE,98053,,REDMOND,-122.040886,47.6992913,8,3170,4,2,1,0,1985,0,RA5,137649,R,2
11/25/13,738000,1,3,,R1,19307 NE 64TH WAY,98052,REDMOND,REDMOND,-122.0805238,47.66425384,9,2890,4,2,1,0,2005,0,R12,5009,R,2
11/25/13,586000,1,3,,R1,26326 NE 54TH PL,98053,,REDMOND,-121.9872614,47.65398204,8,2710,4,2,1,0,1998,0,RA5,29600,R,2
11/26/13,869990,1,3,,R1,9788 242ND WAY NE,98053,,REDMOND,-122.0162633,47.6856013,9,4130,4,2,1,1,2013,0,URPSO,7340,R,2
11/26/13,744534,1,3,,R1,3202 173RD AVE NE,98052,REDMOND,REDMOND,-122.1093192,47.63813027,8,2710,4,1,0,3,1984,0,R4,14125,R,2
11/26/13,545000,1,3,41,R1,27908 NE QUAIL CREEK DR,98053,,REDMOND,-121.9668573,47.63095278,8,2350,3,2,1,0,1995,0,RA5,30337,R,2
11/26/13,545000,1,3,40,R1,27908 NE QUAIL CREEK DR,98053,,REDMOND,-121.9668573,47.63095278,8,2350,3,2,1,0,1995,0,RA5,30337,R,2
11/26/13,505000,1,3,,R1,9811 228TH TER NE,98053,,REDMOND,-122.0365446,47.68703862,7,2120,3,2,1,0,2001,0,URPSO,4786,R,2
11/26/13,505000,1,3,,R1,2204 182ND AVE NE,98052,REDMOND,REDMOND,-122.0971985,47.6300943,8,1640,3,2,1,0,1967,0,R3,7200,R,2
11/26/13,420000,1,3,,R1,12455 240TH PL NE,98053,,REDMOND,-122.0187988,47.70916621,8,1440,2,1,0,1,2010,0,URPSO,4378,R,29
11/26/13,402000,1,3,,R1,8015 172ND AVE NE,98052,REDMOND,REDMOND,-122.1097826,47.67551997,7,2370,3,2,0,1,1969,0,R5,9551,R,2
11/26/13,384406,4,18,15 31,R2,11843 BIG LEAF WAY NE,98053,,REDMOND,-122.0105897,47.70381882,8,1900,2,2,1,0,2005,0,URPSO,3542,R,29
11/27/13,763000,1,3,,R1,24038 NE 53RD PL,98053,,REDMOND,-122.0175453,47.65617123,9,3050,3,2,1,0,1990,0,RA2.5,44431,R,2
11/27/13,731500,1,3,,R1,11839 159TH AVE NE,98052,REDMOND,REDMOND,-122.1273879,47.70602815,9,2740,4,2,1,0,2005,0,R4,4690,R,2
12/2/13,762400,1,3,,R1,11715 157TH AVE NE,98052,REDMOND,REDMOND,-122.1311226,47.70557026,9,3510,5,2,1,1,2004,0,R4,9559,R,2
12/2/13,743977,1,3,,R1,12276 170TH CT NE,98052,REDMOND,REDMOND,-122.1121715,47.7094853,8,2770,4,2,1,0,2013,0,R4,4800,R,2
12/2/13,609465,1,3,,R1,23821 NE 127TH ST,98053,,REDMOND,-122.0210907,47.71164912,8,1960,2,1,0,1,2013,0,URPSO,4500,R,2
12/2/13,580000,1,3,,R1,5113 243RD AVE NE,98053,,REDMOND,-122.0163549,47.65359573,9,2330,4,2,1,0,1987,0,RA2.5,49658,R,2
12/2/13,333000,1,3,8 46,R1,17809 NE 95TH CT,98052,REDMOND,REDMOND,-122.1024973,47.6857763,8,1200,2,1,1,1,2008,0,R18,1131,R,29
12/3/13,758489,1,3,,R1,12636 237TH WAY NE,98053,,REDMOND,-122.0226721,47.71175895,8,2310,2,2,1,0,2013,0,URPSO,6108,R,2
12/3/13,697500,1,3,,R1,6785 194TH PL NE,98052,REDMOND,REDMOND,-122.081457,47.66582595,9,2770,4,2,1,0,2005,0,R12,3733,R,2
12/3/13,399000,1,3,,R1,19232 NE REDMOND RD,98053,,REDMOND,-122.0828042,47.6911119,8,1490,3,1,1,0,1969,0,RA2.5,10010,R,2
12/3/13,250000,1,3,15,R1,10102 162ND AVE NE,98052,REDMOND,REDMOND,-122.1241256,47.6903902,7,970,3,1,0,0,1972,0,R6,10287,R,2
12/4/13,712674,1,3,,R1,10253 238TH PL NE,98053,,REDMOND,-122.0214317,47.68943593,8,2650,4,2,1,0,2013,0,URPSO,7695,R,2
12/4/13,616000,1,3,,R1,18317 NE 25TH ST,98052,REDMOND,REDMOND,-122.0951202,47.63208895,8,1940,4,1,0,1,1969,0,R3,10696,R,2
12/4/13,435000,1,3,,R2,22928 NE 132ND PL,98053,,REDMOND,-122.0315334,47.71825119,8,1510,2,2,0,0,2005,0,URPSO,3904,R,29
12/4/13,435000,1,3,,R1,5607 162ND AVE NE,98052,REDMOND,REDMOND,-122.1245,47.65814831,7,1720,3,1,0,2,1967,0,R4,9900,R,2
12/5/13,734719,1,3,56,R1,12283 171ST CT NE,98052,REDMOND,REDMOND,-122.1113585,47.70949021,8,2770,4,2,1,0,2013,0,R4,4800,R,2
12/5/13,680290,1,3,,R1,10267 238TH PL NE,98053,,REDMOND,-122.0214237,47.68959183,8,2530,4,2,1,0,2013,0,URPSO,7563,R,2
12/5/13,635000,1,3,,R1,6625 188TH PL NE,98052,REDMOND,REDMOND,-122.0870678,47.66499396,9,2180,4,2,1,0,2003,0,R12,3628,R,2
12/5/13,484950,1,3,,R1,24004 NE ADAIR RD,98053,,REDMOND,-122.0190582,47.70831271,8,1510,3,2,0,0,2005,0,URPSO,5077,R,29
12/6/13,855000,1,3,,R1,10116 218TH CT NE,98053,,REDMOND,-122.0489701,47.68866404,10,3590,4,2,1,0,1989,0,RA5,38437,R,2
12/6/13,757929,1,3,,R1,17092 NE 123RD ST,98052,REDMOND,REDMOND,-122.1113967,47.71040862,8,3370,4,2,0,2,2013,0,R4,5500,R,2
12/6/13,680000,1,3,,R1,17300 NE 25TH WAY,98052,REDMOND,REDMOND,-122.1091393,47.6326935,8,2770,4,3,1,0,2001,0,R6,3678,R,2
12/6/13,505000,1,3,,R2,13258 SUN BREAK WAY NE,98053,,REDMOND,-122.0318301,47.71776443,8,1810,3,2,1,0,2004,0,URPSO,3992,R,29
12/8/13,430000,1,3,,R1,13667 MORGAN DR NE,98053,,REDMOND,-122.0294391,47.72113595,8,1300,2,2,0,0,2007,0,URPSO,5823,R,29
12/9/13,1015000,1,3,,R1,16633 NE 40TH CT,98052,REDMOND,REDMOND,-122.11832,47.64634277,10,3150,5,2,0,1,2007,0,R4,7785,R,2
12/9/13,945000,1,3,,R1,23925 NE 69TH PL,98053,,REDMOND,-122.019081,47.66662385,10,4450,4,2,1,1,1998,0,RA5,66854,R,2
12/9/13,897990,1,3,,R1,10002 242ND WAY NE,98053,,REDMOND,-122.017289,47.68683592,9,3830,5,2,1,1,2013,0,URPSO,8112,R,300
12/9/13,755000,1,3,,R1,9057 236TH AVE NE,98053,,REDMOND,-122.0248414,47.68305624,9,3500,4,2,1,0,2005,0,URPSO,7225,R,2
12/9/13,624100,1,3,,R1,9311 139TH CT NE,98052,REDMOND,REDMOND,-122.1548475,47.6847916,8,2250,4,2,1,0,1998,0,R5,8249,R,2
12/9/13,387000,8,3,12,R1,23617 NE 135TH WAY,98053,,REDMOND,-122.0236879,47.71978598,8,1350,2,1,0,1,2006,0,URPSO,7624,R,29
12/10/13,535900,1,3,,R1,12236 168TH CT NE,98052,REDMOND,REDMOND,-122.1156382,47.71003917,8,2140,4,2,1,0,2013,0,R4,2413,R,2
12/10/13,495000,1,4,26 41,R1,5306 156TH AVE NE,98052,REDMOND,REDMOND,-122.1321353,47.65567767,7,1990,5,2,0,1,1967,0,R5,8892,R,2
12/10/13,480000,1,3,,R1,18202 NE 105TH CT,98052,REDMOND,REDMOND,-122.0975353,47.69442155,8,1830,3,2,1,0,1983,0,R4,10152,R,2
12/10/13,449000,1,3,,R1,23121 NE 47TH ST,98053,,REDMOND,-122.0316916,47.65169829,8,1680,3,2,0,0,1980,0,RA5,35370,R,2
12/11/13,805768,1,3,,R1,12298 171ST CT NE,98052,REDMOND,REDMOND,-122.1110392,47.71005939,8,3430,5,2,1,2,2012,0,R4,5274,R,2
12/11/13,699000,1,3,,R1,7409 245TH WAY NE,98053,,REDMOND,-122.0119954,47.67041396,9,3260,4,2,1,0,1996,0,RA5,29830,R,2
12/11/13,684040,1,3,,R1,10279 238TH PL NE,98053,,REDMOND,-122.0213114,47.68972544,8,2625,4,2,1,0,2013,0,URPSO,5895,R,2
12/11/13,550000,1,3,15 16 24 29,R1,17244 NE 116TH ST,98052,REDMOND,REDMOND,-122.1089091,47.70424236,8,2150,4,1,0,1,1963,0,R4,51031,R,2
12/11/13,484000,1,3,,R1,5823 196TH AVE NE,98053,,REDMOND,-122.0791101,47.65957635,8,1620,2,1,0,0,1922,0,RA5,28800,R,2
12/11/13,340000,1,3,,R1,16809 NE 105TH ST,98052,REDMOND,REDMOND,-122.1153522,47.69419324,7,1120,3,1,0,0,1968,0,R6,4550,R,2
12/12/13,1550000,1,3,,R1,24406 NE UNION HILL RD,98053,,REDMOND,-122.0128422,47.66328159,11,5850,4,2,2,2,2005,0,RA5,211701,R,2
12/12/13,883990,1,3,,R1,9860 242ND WAY NE,98053,,REDMOND,-122.0167239,47.68601199,9,4350,4,2,0,3,2013,0,URPSO,6475,R,2
12/12/13,820900,1,3,,R1,10907 240TH AVE NE,98053,,REDMOND,-122.0188593,47.69465962,9,3350,4,2,0,1,2013,0,URPSO,5893,R,2
12/12/13,787253,1,3,,R1,17096 NE 117TH ST,98052,REDMOND,REDMOND,-122.1124179,47.70515921,8,3270,3,2,1,0,2013,0,R4,4698,R,2
12/12/13,699990,1,3,,R1,10233 238TH PL NE,98053,,REDMOND,-122.0213617,47.6891523,8,2640,4,2,1,0,2013,0,URPSO,7592,R,2
12/12/13,675000,1,3,,R1,17712 NE 113TH WAY,98052,REDMOND,REDMOND,-122.1034235,47.70063368,8,2660,4,2,0,1,2012,0,R4,5496,R,2
12/12/13,535101,1,3,,R1,9304 226TH PL NE,98053,,REDMOND,-122.0383351,47.68354156,7,2330,4,2,1,0,2003,0,URPSO,4796,R,2
12/12/13,488000,1,3,,R1,5524 158TH PL NE,98052,REDMOND,REDMOND,-122.1294186,47.65782647,7,1500,4,2,0,1,1968,0,R5,11153,R,2
12/13/13,630000,1,3,,R1,15536 NE 62ND CT,98052,REDMOND,REDMOND,-122.1333023,47.66231343,9,2720,4,2,1,0,2000,0,R4,10580,R,2
12/13/13,605500,1,3,,R1,22556 NE 92ND ST,98053,,REDMOND,-122.0384159,47.68298749,7,3210,5,2,0,1,2003,0,URPSO,8996,R,2
12/13/13,589000,1,3,,R1,13409 174TH AVE NE,98052,,REDMOND,-122.1086679,47.72077419,8,2310,4,1,1,2,1983,0,R6,8158,R,2
12/13/13,495000,1,3,,R1,22860 NE 129TH PL,98053,,REDMOND,-122.0338088,47.7142267,8,1570,2,2,0,0,2005,0,URPSO,4675,R,2
12/13/13,150000,1,3,,R1,3304 288TH AVE NE,98053,,REDMOND,-121.9531268,47.63797877,7,1540,2,2,0,0,1983,0,RA5,54450,R,2
12/16/13,585000,1,3,,R1,8706 169TH PL NE,98052,REDMOND,REDMOND,-122.1138239,47.67991206,8,2960,4,2,1,1,1989,0,R5,10398,R,2
12/16/13,540000,1,3,,R1,15709 NE 54TH WAY,98052,REDMOND,REDMOND,-122.1296742,47.65610008,7,1890,4,2,1,0,1967,0,R5,8569,R,2
12/16/13,330000,1,3,60,R2,6439 157TH PL NE,98052,REDMOND,REDMOND,-122.1306998,47.66383279,8,1500,3,1,0,1,1977,0,R4,5000,R,2
12/16/13,266500,1,2,8 15,R1,10822 166TH PL NE,98052,REDMOND,REDMOND,-122.1177501,47.69751032,7,2190,4,1,1,2,1977,0,R4,8625,R,2
12/17/13,839995,1,3,,R1,5214 157TH PL NE,98052,REDMOND,REDMOND,-122.1300552,47.65476694,9,2680,4,2,0,1,2013,0,R6/C,5996,R,2
12/17/13,699950,1,3,15,R1,13952 MORGAN DR NE,98053,,REDMOND,-122.0326301,47.72577901,8,2630,2,2,0,0,2007,0,URPSO,6764,R,2
12/17/13,639000,1,3,,R1,10704 180TH CT NE,98052,REDMOND,REDMOND,-122.1001318,47.69546571,10,2320,3,2,1,0,1991,0,R5,9746,R,2
12/17/13,575900,1,3,,R1,12442 ADAIR CREEK WAY NE,98053,,REDMOND,-122.0153859,47.70989284,8,1870,2,1,0,1,2013,0,URPSO,5152,R,2
12/17/13,555500,1,3,,R1,12426 ADAIR CREEK WAY NE,98053,,REDMOND,-122.0157295,47.70967481,8,1870,2,1,0,1,2013,0,URPSO,5624,R,2
12/17/13,540000,1,3,,R1,27725 NE 30TH ST,98053,,REDMOND,-121.9690932,47.63457468,8,2500,3,2,1,0,1997,0,RA5,34958,R,2
12/17/13,495000,1,3,,R1,15827 NE 50TH CT,98052,REDMOND,REDMOND,-122.1285791,47.65386455,8,2090,4,2,0,1,1977,0,R6,9000,R,2
12/17/13,350000,1,3,10,R1,17340 NE 36TH ST,98052,REDMOND,REDMOND,-122.1077718,47.64256305,9,4000,4,3,1,0,2014,0,R4,11780,R,2
12/18/13,990662,1,3,,R1,12704 240TH PL NE,98053,,REDMOND,-122.0176188,47.71143144,9,3360,3,1,1,1,2013,0,URPSO,9005,R,2
12/18/13,927700,1,3,,R1,17325 NE 36TH ST,98052,REDMOND,REDMOND,-122.1082855,47.64212974,9,3830,5,3,1,0,2013,0,R4,5776,R,2
12/18/13,884990,1,3,,R1,9830 242ND WAY NE,98053,,REDMOND,-122.0165741,47.68588891,9,4040,5,2,0,1,2013,0,URPSO,6595,R,2
12/18/13,789000,1,3,,R1,15602 NE 107TH CT,98052,REDMOND,REDMOND,-122.1318282,47.69594174,9,3630,5,2,0,1,2013,0,R6,10905,R,2
12/18/13,688700,18,3,,R1,12633 SUN BREAK WAY NE,98053,,REDMOND,-122.0348501,47.71198666,8,1960,2,2,0,0,2013,0,URPSO,4500,R,2
12/18/13,590000,1,3,,R1,6627 188TH PL NE,98052,REDMOND,REDMOND,-122.087074,47.66511998,9,1870,3,2,1,0,2003,0,R12,3533,R,2
12/18/13,547500,1,3,,R1,22514 NE 102ND PL,98053,,REDMOND,-122.0404283,47.69069239,7,2660,3,2,1,0,2001,0,URPSO,5381,R,2
12/18/13,522500,1,3,,R1,22760 NE 94TH WAY,98053,,REDMOND,-122.0353368,47.68388992,7,2410,4,2,1,0,2002,0,URPSO,4489,R,2
12/18/13,500000,1,3,,R1,12418 ADAIR CREEK WAY NE,98053,,REDMOND,-122.0158696,47.70952807,8,1670,2,1,0,1,2013,0,URPSO,5623,R,2
12/18/13,450000,1,3,,R1,18394 NE 97TH CT,98052,REDMOND,REDMOND,-122.0929894,47.68671091,8,1760,2,2,1,0,1996,0,R6,3591,R,2
12/18/13,442000,1,3,,R1,2815 177TH AVE NE,98052,REDMOND,REDMOND,-122.10411,47.63543371,8,1560,3,1,0,1,1968,0,R4,9750,R,2
12/18/13,357100,1,3,,R2,8511 137TH AVE NE,98052,REDMOND,REDMOND,-122.1573956,47.67911285,7,1440,3,1,1,1,1984,0,R5,2123,R,2
12/19/13,781990,1,3,,R1,24178 NE 98TH PL,98053,,REDMOND,-122.0170037,47.68569286,9,3520,4,2,0,1,2013,0,URPSO,7240,R,2
12/19/13,615000,1,3,,R1,5928 155TH AVE NE,98052,REDMOND,REDMOND,-122.1337657,47.66031785,8,2210,4,2,0,1,1998,0,R5,5920,R,2
12/19/13,380730,4,2,15 16 31,R1,10342 162ND PL NE,98052,REDMOND,REDMOND,-122.123961,47.69275439,7,1730,3,2,1,0,1976,0,R6,5600,R,2
12/20/13,808345,1,3,,R1,11539 174TH CT NE,98052,REDMOND,REDMOND,-122.1080061,47.70296387,9,4040,5,3,0,1,2013,0,R4,8632,R,2
12/20/13,435000,1,3,,R1,8116 135TH PL NE,98052,REDMOND,REDMOND,-122.1588701,47.67640591,7,2010,5,2,1,0,1965,0,R4,10501,R,2
12/20/13,391000,1,3,15,R1,21021 NE 67TH ST,98053,,REDMOND,-122.0592417,47.66525053,6,1150,3,1,0,1,1970,0,RA5,12879,R,2
12/23/13,592386,1,3,,R1,23842 NE GREENS CROSSING RD,98053,,REDMOND,-122.0210743,47.71104426,8,1590,2,1,0,1,2013,0,URPSO,4677,R,2
12/23/13,432000,1,3,,R1,12514 232ND WAY NE,98053,,REDMOND,-122.0298724,47.71041268,8,1810,3,2,1,0,2003,0,URPSO,3900,R,29
12/24/13,867500,1,3,,R1,9787 241ST TER NE,98053,,REDMOND,-122.0176731,47.68506499,9,3720,4,2,1,1,2013,0,URPSO,6529,R,2
12/24/13,863990,1,3,,R1,9811 241ST TER NE,98053,,REDMOND,-122.0179256,47.68534628,9,3915,4,2,0,2,2013,0,URPSO,7083,R,2
12/24/13,294000,1,3,15 54,R1,13416 238TH PL NE,98053,,REDMOND,-122.0204489,47.71927683,8,1510,3,1,0,1,2007,0,URPSO,4133,R,29
12/26/13,790000,1,3,,R1,16430 NE 133RD CT,98052,,REDMOND,-122.1195552,47.7198574,10,3500,4,2,1,0,1985,0,RA2.5,35185,R,2
12/26/13,735750,1,3,,R1,20709 NE 79TH ST,98053,,REDMOND,-122.0631139,47.67378265,9,5710,5,3,2,1,1977,2004,RA5,10200,R,2
12/26/13,635000,1,3,60,R1,11835 173RD PL NE,98052,REDMOND,REDMOND,-122.1088027,47.70583615,8,2910,4,2,1,0,2005,0,R4,5050,R,2
12/26/13,566000,1,3,,R1,4015 174TH CT NE,98052,REDMOND,REDMOND,-122.1088861,47.64662143,8,2510,4,2,0,1,1978,0,R4,9991,R,2
12/27/13,625000,4,18,15 31,R1,8136 229TH DR NE,98053,,REDMOND,-122.0335171,47.67620534,7,4160,5,3,1,0,2005,0,URPSO,6094,R,2
12/27/13,375000,1,3,,R2,8517 139TH AVE NE,98052,REDMOND,REDMOND,-122.1547268,47.67947756,7,1380,3,1,1,1,1984,0,R5,3329,R,2
12/31/13,1401322,1,3,35 45,R1,12210 WILLOWS RD NE,98052,,REDMOND,-122.1536204,47.70955706,7,1650,4,1,0,0,1954,0,A10,316245,R,2
12/31/13,735000,1,3,,R1,9539 172ND AVE NE,98052,REDMOND,REDMOND,-122.1110699,47.6865954,8,3300,4,2,0,1,1978,0,R5,12168,R,2
12/31/13,546000,1,3,,R1,15309 NE 68TH ST,98052,REDMOND,REDMOND,-122.1357343,47.66632129,8,2310,3,1,0,1,1972,0,R5,9765,R,2
12/31/13,485000,8,3,12,R1,16920 NE 98TH CT,98052,REDMOND,REDMOND,-122.1137499,47.68805496,8,2100,4,1,0,2,1979,0,R5,8374,R,2
12/31/13,427200,18,3,31,R1,4706 228TH AVE NE,98053,,REDMOND,-122.0351583,47.65111829,8,2620,4,1,0,2,1980,0,RA5,29702,R,2
1/3/14,605000,1,3,,R1,17016 NE 88TH ST,98052,REDMOND,REDMOND,-122.1128941,47.68093429,7,2270,5,1,0,2,1967,0,R5,8460,R,2
1/3/14,555000,1,3,,R1,18116 NE 109TH ST,98052,REDMOND,REDMOND,-122.0985528,47.69746689,8,2080,4,2,0,1,1984,0,R4,9000,R,2
1/4/14,450000,1,3,,R1,16823 NE 89TH ST,98052,REDMOND,REDMOND,-122.1151214,47.68135899,7,1510,2,1,1,1,1976,0,R5,8400,R,2
1/5/14,190500,1,3,15 51,R1,6011 156TH AVE NE,98052,REDMOND,REDMOND,-122.1333761,47.6613798,7,1010,3,1,0,1,1973,0,R4,9615,R,2
1/6/14,683017,1,3,,R1,10303 238TH PL NE,98053,,REDMOND,-122.0210918,47.68996145,8,2520,4,2,1,0,2013,0,URPSO,6122,R,2
1/6/14,679115,1,3,,R1,10285 238TH PL NE,98053,,REDMOND,-122.0211929,47.68984354,8,2650,4,2,1,0,2013,0,URPSO,5190,R,2
1/6/14,420000,1,3,,R2,13274 SUN BREAK WAY NE,98053,,REDMOND,-122.0320642,47.71797374,8,1440,3,2,0,0,2004,0,URPSO,5233,R,29
1/7/14,740000,1,3,,R1,11409 160TH CT NE,98052,REDMOND,REDMOND,-122.1254286,47.70254456,9,2370,4,3,0,0,2004,0,R4,7906,R,2
1/7/14,452000,1,3,,R1,17657 NE 129TH PL,98052,,REDMOND,-122.1023587,47.71556503,8,1990,3,1,1,1,1985,0,R6,7500,R,2
1/8/14,754000,1,3,,R1,12115 177TH CT NE,98052,REDMOND,REDMOND,-122.1028999,47.70864503,9,3220,5,2,0,1,2005,0,R4,7170,R,2
1/8/14,598000,1,3,,R1,22518 NE 99TH WAY,98053,,REDMOND,-122.0397839,47.68787614,8,2330,3,2,1,0,2001,0,URPSO,4942,R,2
1/8/14,453528,4,18,16 31,R1,11010 159TH AVE NE,98052,REDMOND,REDMOND,-122.1270805,47.69913679,7,2480,4,3,0,0,1971,0,R6,7488,R,2
1/9/14,1160000,1,3,45,R1,11065 154TH PL NE,98052,REDMOND,REDMOND,-122.1336508,47.7001333,9,4150,5,3,0,1,1962,0,R4,60000,R,2
1/9/14,539900,1,3,,R1,12246 168TH CT NE,98052,REDMOND,REDMOND,-122.1154862,47.71004088,8,2030,4,2,1,0,2013,0,R4,2270,R,2
1/9/14,470000,1,3,,R1,12219 235TH PL NE,98053,,REDMOND,-122.0259988,47.70688565,8,1660,2,1,0,1,2002,0,URPSO,5704,R,2
1/10/14,783000,1,3,,R1,13233 168TH AVE NE,98052,,REDMOND,-122.1162307,47.71911225,10,3760,4,2,1,0,1984,0,RA2.5,35002,R,2
1/10/14,645000,1,3,,R1,16906 NE 131ST PL,98052,,REDMOND,-122.1147723,47.71794542,8,2040,4,1,1,1,1984,0,R6,9446,R,2
1/10/14,617000,4,18,13 31,R1,6940 229TH PL NE,98053,,REDMOND,-122.0337445,47.66830738,9,3130,4,1,1,1,1986,0,RA5,41382,R,2
1/10/14,400000,8,24,12,R1,18388 NE 97TH CT,98052,REDMOND,REDMOND,-122.093222,47.68696123,8,1760,2,2,1,0,1996,0,R6,3456,R,2
1/10/14,400000,1,3,,R1,11018 ELLISTON WAY NE,98053,,REDMOND,-122.025062,47.69580556,7,1840,4,1,1,1,2008,0,URPSO,4140,R,2
1/13/14,688000,1,3,,R1,17048 NE 120TH ST,98052,REDMOND,REDMOND,-122.1122525,47.70727423,8,2540,4,2,1,0,2009,0,R4,4241,R,2
1/13/14,524330,1,3,,R1,14717 NE 76TH ST,98052,REDMOND,REDMOND,-122.1434676,47.67229443,8,2060,4,1,0,2,1976,0,R5,10450,R,2
1/13/14,509000,1,3,,R1,13666 179TH AVE NE,98052,,REDMOND,-122.1005852,47.72303217,8,1930,3,2,1,0,1982,0,R6,12258,R,2
1/13/14,353000,1,3,,R1,11093 ELLISTON WAY NE,98053,,REDMOND,-122.0259519,47.69703645,7,1600,3,2,1,0,2008,0,URPSO,5277,R,2
1/13/14,353000,1,3,,R1,21304 NE 61ST ST,98053,,REDMOND,-122.0561726,47.66200547,6,1700,4,1,0,0,1970,0,RA5,12800,R,2
1/13/14,322241,4,18,15 31 49,R1,6418 242ND AVE NE,98053,,REDMOND,-122.0148552,47.66402108,9,2770,4,2,1,1,2015,0,RA5,100188,R,300
1/15/14,450000,1,3,,R1,5502 160TH AVE NE,98052,REDMOND,REDMOND,-122.126164,47.65738037,7,1960,3,1,0,1,1967,0,R4,9118,R,2
